-1.000000000000000000e+01 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02 -5.282202502168614755e-02
-9.980000000000000426e+00 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02 -5.043469841139144871e-02
-9.960000000000000853e+00 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02 -4.716285132081744075e-02
-9.939999999999999503e+00 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02 -4.297779239830054610e-02
-9.919999999999999929e+00 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02 -3.788326502799527901e-02
-9.900000000000000355e+00 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02 -3.192342115959088955e-02
-9.880000000000000782e+00 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02 -2.519112293976924141e-02
-9.859999999999999432e+00 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02 -1.783461502745084873e-02
-9.839999999999999858e+00 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02 -1.006037225613009775e-02
-9.820000000000000284e+00 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03 -2.130020748320593689e-03
