-1.000000000000000000e+01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01 -1.528949236851134263e-01
-9.980000000000000426e+00 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01 -1.328992228813964949e-01
-9.960000000000000853e+00 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01 -1.122523008911301828e-01
-9.939999999999999503e+00 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02 -9.159333427861196530e-02
-9.919999999999999929e+00 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02 -7.150992495307414987e-02
-9.900000000000000355e+00 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02 -5.251059106165247709e-02
-9.880000000000000782e+00 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02 -3.500625370932629321e-02
-9.859999999999999432e+00 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02 -1.930160710718551234e-02
-9.839999999999999858e+00 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03 -5.596007883824178838e-03
-9.820000000000000284e+00 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03 6.007355147305687426e-03
