-1.000000000000000000e+01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01 3.216908100632338008e-01
-9.980000000000000426e+00 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01 2.987377968342445067e-01
-9.960000000000000853e+00 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01 2.746014527612079537e-01
-9.939999999999999503e+00 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01 2.499607289840308777e-01
-9.919999999999999929e+00 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01 2.253679466915953500e-01
-9.900000000000000355e+00 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01 2.012311920058080794e-01
-9.880000000000000782e+00 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01 1.778169468377307494e-01
-9.859999999999999432e+00 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01 1.552704961012768281e-01
-9.839999999999999858e+00 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01 1.336490502449201312e-01
-9.820000000000000284e+00 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01 1.129612093337625939e-01
