 -10.0000000    0.0011380
  -9.8000000    0.0044899
  -9.6000000    0.0048296
  -9.4000000    0.0032747
  -9.2000000    0.0025244
  -9.0000000    0.0034818
  -8.8000000    0.0041865
  -8.6000000    0.0022902
  -8.4000000   -0.0026167
  -8.2000000   -0.0088206
  -8.0000000   -0.0137672
  -7.8000000   -0.0162117
  -7.6000000   -0.0174387
  -7.4000000   -0.0198725
  -7.2000000   -0.0243832
  -7.0000000   -0.0286543
  -6.8000000   -0.0279598
  -6.6000000   -0.0190175
  -6.4000000   -0.0047202
  -6.2000000    0.0063385
  -6.0000000    0.0074581
  -5.8000000    0.0006271
  -5.6000000   -0.0056156
  -5.4000000   -0.0049536
  -5.2000000    0.0005934
  -5.0000000    0.0030162
  -4.8000000   -0.0035839
  -4.6000000   -0.0166944
  -4.4000000   -0.0266743
  -4.2000000   -0.0251577
  -4.0000000   -0.0129206
  -3.8000000    0.0012238
  -3.6000000    0.0095992
  -3.4000000    0.0127205
  -3.2000000    0.0166351
  -3.0000000    0.0248581
  -2.8000000    0.0348643
  -2.6000000    0.0418211
  -2.4000000    0.0440689
  -2.2000000    0.0451950
  -2.0000000    0.0512431
  -1.8000000    0.0635553
  -1.6000000    0.0730130
  -1.4000000    0.0653859
  -1.2000000    0.0363356
  -1.0000000    0.0017017
  -0.8000000   -0.0070532
  -0.6000000    0.0397596
  -0.4000000    0.1491009
  -0.2000000    0.2910828
   0.0000000    0.4051892
   0.2000000    0.4360156
   0.4000000    0.3731031
   0.6000000    0.2527887
   0.8000000    0.1261450
   1.0000000    0.0309926
   1.2000000   -0.0171286
   1.4000000   -0.0221080
   1.6000000    0.0013103
   1.8000000    0.0369840
   2.0000000    0.0720134
   2.2000000    0.0957031
   2.4000000    0.0989301
   2.6000000    0.0774554
   2.8000000    0.0360253
   3.0000000   -0.0109085
   3.2000000   -0.0449371
   3.4000000   -0.0545392
   3.6000000   -0.0427441
   3.8000000   -0.0242847
   4.0000000   -0.0143960
   4.2000000   -0.0187784
   4.4000000   -0.0319401
   4.6000000   -0.0433896
   4.8000000   -0.0463557
   5.0000000   -0.0428096
   5.2000000   -0.0407634
   5.4000000   -0.0461471
   5.6000000   -0.0567529
   5.8000000   -0.0635847
   6.0000000   -0.0584681
   6.2000000   -0.0417584
   6.4000000   -0.0232231
   6.6000000   -0.0142976
   6.8000000   -0.0181979
   7.0000000   -0.0274033
   7.2000000   -0.0308368
   7.4000000   -0.0234032
   7.6000000   -0.0092769
   7.8000000    0.0030659
   8.0000000    0.0087743
   8.2000000    0.0099307
   8.4000000    0.0116904
   8.6000000    0.0163323
   8.8000000    0.0218873
   9.0000000    0.0254482
   9.2000000    0.0258530
   9.4000000    0.0238143
   9.6000000    0.0215787
   9.8000000    0.0218595
  10.0000000    0.0255610
  10.2000000    0.0309499
  10.4000000    0.0352883
  10.6000000    0.0367892
  10.8000000    0.0354936
  11.0000000    0.0331586
  11.2000000    0.0321960
  11.4000000    0.0339418
  11.6000000    0.0376733
  11.8000000    0.0410992
  12.0000000    0.0411863
  12.2000000    0.0351850
  12.4000000    0.0228882
  12.6000000    0.0083186
  12.8000000   -0.0023941
  13.0000000   -0.0054906
  13.2000000   -0.0014786
  13.4000000    0.0065356
  13.6000000    0.0148470
  13.8000000    0.0198360
  14.0000000    0.0182481
  14.2000000    0.0084237
  14.4000000   -0.0073741
  14.6000000   -0.0224214
  14.8000000   -0.0295045
  15.0000000   -0.0264043
  15.2000000   -0.0171265
  15.4000000   -0.0079345
  15.6000000   -0.0025411
  15.8000000   -0.0006870
  16.0000000   -0.0003885
  16.2000000   -0.0008011
  16.4000000   -0.0030254
  16.6000000   -0.0086730
  16.8000000   -0.0176392
  17.0000000   -0.0269228
  17.2000000   -0.0317322
  17.4000000   -0.0287507
  17.6000000   -0.0192886
  17.8000000   -0.0092343
  18.0000000   -0.0052616
  18.2000000   -0.0099847
  18.4000000   -0.0198629
  18.6000000   -0.0278335
  18.8000000   -0.0288297
  19.0000000   -0.0235259
  19.2000000   -0.0168111
  19.4000000   -0.0129644
  19.6000000   -0.0127617
  19.8000000   -0.0141209
  20.0000000   -0.0141194
  20.2000000   -0.0109674
  20.4000000   -0.0052672
  20.6000000    0.0005430
  20.8000000    0.0041543
  21.0000000    0.0047680
  21.2000000    0.0030555
  21.4000000    0.0004737
  21.6000000   -0.0013993
  21.8000000   -0.0014938
  22.0000000    0.0003150
  22.2000000    0.0036294
  22.4000000    0.0082672
  22.6000000    0.0135677
  22.8000000    0.0173165
  23.0000000    0.0169544
  23.2000000    0.0119916
  23.4000000    0.0047482
  23.6000000   -0.0010276
  23.8000000   -0.0025435
  24.0000000    0.0003767
  24.2000000    0.0058172
  24.4000000    0.0115916
  24.6000000    0.0161819
  24.8000000    0.0183469
  25.0000000    0.0169301
  25.2000000    0.0118039
  25.4000000    0.0046977
  25.6000000   -0.0016120
  25.8000000   -0.0049468
  26.0000000   -0.0043082
  26.2000000    0.0000501
  26.4000000    0.0056511
  26.6000000    0.0081247
  26.8000000    0.0048364
  27.0000000   -0.0019747
  27.2000000   -0.0069414
  27.4000000   -0.0068138
  27.6000000   -0.0038001
  27.8000000   -0.0028548
  28.0000000   -0.0056839
  28.2000000   -0.0090509
  28.4000000   -0.0090224
  28.6000000   -0.0049936
  28.8000000    0.0007087
  29.0000000    0.0051299
  29.2000000    0.0058719
  29.4000000    0.0023472
  29.6000000   -0.0027957
  29.8000000   -0.0052919
  30.0000000   -0.0033005
