CC07 0.0603 6.10
WW03 0.0577 5.80
CC05 0.0596 6.30
WC02 0.0578 6.10
CC08 0.0580 6.30
CC02 0.0621 5.90
WC03 0.0594 5.90
CC06 0.0606 6.40
WC05 0.0584 5.90
WC04 0.0614 6.00
EE04 0.0592 6.20
CC04 0.0604 6.10
CC11 0.0606 6.10
